Ticker,Date,Open,High,Low,Close,Change,% Change,Volume
FPT,26/03/2021,38598.72711657498,38902.65410174485,37737.60065859364,38548.07261904666,,,2672600
FPT,25/03/2021,39257.23558444305,39257.23558444305,38750.69060915992,38801.34510668823,,,2355400
FPT,24/03/2021,39459.85357455631,39966.39854983944,38750.69060915992,39003.96309680148,,,2788500
FPT,23/03/2021,39763.78055972618,40523.59802265089,39662.47156466956,39915.74405231113,,,2333200
FPT,22/03/2021,40270.32553500933,40320.98003253764,39662.47156466956,39865.08955478281,,,3074800
FPT,19/03/2021,40523.59802265089,40776.87051029246,40219.671037481006,40422.28902759426,,,2923500
FPT,18/03/2021,41030.142997934025,41030.142997934025,40523.59802265089,41030.142997934025,,,2177500
FPT,17/03/2021,41283.41548557559,41283.41548557559,40523.59802265089,40928.8340028774,,,2573500
FPT,16/03/2021,39003.96309680148,41283.41548557559,38801.34510668823,41030.142997934025,,,5171000
FPT,15/03/2021,38801.34510668823,39257.23558444305,38548.07261904666,38750.69060915992,,,1801400
GAS,14/03/2025,68200.0,68300.0,67300.0,67700.0,-600.0,-0.0087847730600292,942800
GAS,13/03/2025,67900.0,68800.0,67800.0,68300.0,400.0,0.0058910162002945,1088000
GAS,12/03/2025,67800.0,68300.0,67400.0,67900.0,500.0,0.0074183976261128,761300
GAS,11/03/2025,67600.0,67700.0,67000.0,67400.0,-400.0,-0.0058997050147492,523600
GAS,10/03/2025,68100.0,68200.0,67200.0,67800.0,0.0,0.0,1420900
GAS,07/03/2025,68300.0,68400.0,67700.0,67800.0,-500.0,-0.007320644216691,1398100
GAS,06/03/2025,68300.0,68500.0,68100.0,68300.0,-100.0,-0.0014619883040936,829800
GAS,05/03/2025,69200.0,69300.0,68400.0,68400.0,-700.0,-0.0101302460202604,740500
GAS,04/03/2025,68600.0,69400.0,68300.0,69100.0,500.0,0.0072886297376093,1445200
GAS,03/03/2025,68100.0,68700.0,68100.0,68600.0,600.0,0.0088235294117646,647800
GAS,28/02/2025,68100.0,68700.0,68000.0,68000.0,0.0,0.0,787600
GAS,27/02/2025,68400.0,68600.0,67900.0,68000.0,-400.0,-0.0058479532163743,809600
GAS,26/02/2025,68700.0,68900.0,68400.0,68400.0,-300.0,-0.0043668122270742,519300
GAS,25/02/2025,68700.0,69300.0,68300.0,68700.0,100.0,0.0014577259475219,809600
GAS,24/02/2025,68200.0,68800.0,67800.0,68600.0,200.0,0.0029239766081872,1066000
GAS,21/02/2025,68600.0,68800.0,68200.0,68400.0,-400.0,-0.0058139534883721,767500
GAS,20/02/2025,69200.0,69300.0,68500.0,68800.0,100.0,0.0014556040756914,601500
GAS,19/02/2025,68200.0,69000.0,67900.0,68700.0,700.0,0.0102941176470587,1389800
GAS,18/02/2025,68000.0,68300.0,67700.0,68000.0,200.0,0.0029498525073745,634400
GAS,17/02/2025,67700.0,68400.0,67500.0,67800.0,100.0,0.0014771048744461,762900
GAS,14/02/2025,67300.0,67900.0,67000.0,67700.0,1000.0,0.0149925037481259,1147200
GAS,13/02/2025,67100.0,67100.0,66600.0,66700.0,-400.0,-0.0059612518628912,650700
GAS,12/02/2025,67000.0,67500.0,67000.0,67100.0,100.0,0.0014925373134329,344200
GAS,11/02/2025,67300.0,67900.0,66500.0,67000.0,-300.0,-0.0044576523031203,671300
GAS,10/02/2025,67200.0,67600.0,66900.0,67300.0,0.0,0.0,732900
GAS,07/02/2025,67600.0,68000.0,67300.0,67300.0,-300.0,-0.0044378698224851,818200
GAS,06/02/2025,68200.0,68200.0,67500.0,67600.0,-200.0,-0.0029498525073746,539300
GAS,05/02/2025,67500.0,68100.0,67400.0,67800.0,700.0,0.0104321907600595,652400
GAS,04/02/2025,66900.0,67300.0,66900.0,67100.0,0.0,0.0,398400
GAS,03/02/2025,67800.0,67800.0,66900.0,67100.0,-800.0,-0.011782032400589,463200
GAS,24/01/2025,67000.0,67900.0,66800.0,67900.0,900.0,0.0134328358208954,432300
GAS,23/01/2025,66800.0,67200.0,66700.0,67000.0,200.0,0.0029940119760478,317100
GAS,22/01/2025,67500.0,67500.0,66700.0,66800.0,-300.0,-0.0044709388971684,313300
GAS,21/01/2025,68000.0,68100.0,67100.0,67100.0,-600.0,-0.0088626292466764,349300
GAS,20/01/2025,67200.0,68200.0,66800.0,67700.0,900.0,0.0134730538922156,662000
GAS,17/01/2025,67200.0,67200.0,66600.0,66800.0,-100.0,-0.0014947683109117,321700
GAS,16/01/2025,67100.0,67300.0,66600.0,66900.0,100.0,0.0014970059880239,493400
GAS,15/01/2025,67200.0,67400.0,66800.0,66800.0,-100.0,-0.0014947683109117,395000
GAS,14/01/2025,66500.0,67400.0,66500.0,66900.0,500.0,0.0075301204819278,397300
GAS,13/01/2025,66700.0,67100.0,66200.0,66400.0,-300.0,-0.0044977511244377,542400
GAS,10/01/2025,67000.0,67500.0,66700.0,66700.0,-300.0,-0.0044776119402984,422600
GAS,09/01/2025,67200.0,67500.0,66800.0,67000.0,-100.0,-0.0014903129657227,369400
GAS,08/01/2025,67000.0,67200.0,66600.0,67100.0,100.0,0.0014925373134329,521700
GAS,07/01/2025,67600.0,67900.0,66900.0,67000.0,-500.0,-0.0074074074074074,683200
GAS,06/01/2025,68000.0,68200.0,67300.0,67500.0,-500.0,-0.0073529411764705,673300
GAS,03/01/2025,68100.0,68400.0,68000.0,68000.0,-100.0,-0.0014684287812041,460500
GAS,02/01/2025,68300.0,68500.0,68000.0,68100.0,0.0,0.0,427800
GAS,31/12/2024,68400.0,68700.0,68100.0,68100.0,-100.0,-0.001466275659824,770800
GAS,30/12/2024,68600.0,68800.0,68200.0,68200.0,-300.0,-0.0043795620437956,402400
GAS,27/12/2024,68700.0,69000.0,68500.0,68500.0,0.0,0.0,539900
GAS,26/12/2024,68600.0,69600.0,68500.0,68500.0,100.0,0.0014619883040936,997100
GAS,25/12/2024,68300.0,68900.0,68300.0,68400.0,200.0,0.002932551319648,456300
GAS,24/12/2024,68600.0,68700.0,68200.0,68200.0,-300.0,-0.0043795620437956,509800
GAS,23/12/2024,68800.0,69100.0,68500.0,68500.0,-100.0,-0.0014577259475219,563700
GAS,20/12/2024,68500.0,68800.0,68400.0,68600.0,100.0,0.0014598540145984,341700
GAS,19/12/2024,68200.0,68600.0,68000.0,68500.0,0.0,0.0,721400
GAS,18/12/2024,68400.0,68700.0,68300.0,68500.0,500.0,0.0073529411764705,504100
GAS,17/12/2024,68100.0,68500.0,68000.0,68000.0,-100.0,-0.0014684287812041,412900
GAS,16/12/2024,68500.0,68600.0,68100.0,68100.0,-300.0,-0.0043859649122807,350100
GAS,13/12/2024,68500.0,68600.0,68200.0,68400.0,-100.0,-0.0014598540145985,348000
GAS,12/12/2024,68800.0,69000.0,68500.0,68500.0,-200.0,-0.0029112081513827,516000
GAS,11/12/2024,69000.0,69200.0,68600.0,68700.0,-300.0,-0.0043478260869564,539000
GAS,10/12/2024,69400.0,69600.0,69000.0,69000.0,-300.0,-0.0043290043290042,402500
GAS,09/12/2024,69500.0,69500.0,69200.0,69300.0,100.0,0.0014450867052022,395900
GAS,06/12/2024,69900.0,69900.0,69000.0,69200.0,300.0,0.004354136429608,430800
GAS,05/12/2024,68700.0,69800.0,68500.0,68900.0,300.0,0.0043731778425655,630900
GAS,04/12/2024,68700.0,69200.0,68500.0,68600.0,-100.0,-0.0014556040756914,308300
GAS,03/12/2024,69300.0,69600.0,68700.0,68700.0,-500.0,-0.0072254335260115,634300
GAS,02/12/2024,69700.0,69800.0,69000.0,69200.0,-400.0,-0.0057471264367816,404200
GAS,29/11/2024,69300.0,69800.0,69200.0,69600.0,300.0,0.0043290043290042,283000
GAS,28/11/2024,69300.0,70000.0,69300.0,69300.0,0.0,0.0,442900
GAS,27/11/2024,69800.0,69800.0,69000.0,69300.0,-300.0,-0.0043103448275861,417500
GAS,26/11/2024,69400.0,69900.0,69400.0,69600.0,300.0,0.0043290043290042,448200
GAS,25/11/2024,69400.0,70300.0,69300.0,69300.0,100.0,0.0014450867052022,901200
GAS,22/11/2024,68600.0,70600.0,68600.0,69200.0,1000.0,0.0146627565982404,1015100
GAS,21/11/2024,67800.0,68600.0,67800.0,68200.0,600.0,0.0088757396449703,1167900
GAS,20/11/2024,67900.0,68400.0,67500.0,67600.0,-300.0,-0.0044182621502208,711800
GAS,19/11/2024,69500.0,69700.0,67900.0,67900.0,-1100.0,-0.0159420289855072,693100
GAS,18/11/2024,68600.0,69100.0,68300.0,69000.0,400.0,0.0058309037900874,936700
GAS,15/11/2024,68900.0,69400.0,68600.0,68600.0,-400.0,-0.0057971014492753,774000
GAS,14/11/2024,69200.0,70300.0,69000.0,69000.0,-500.0,-0.0071942446043165,543800
GAS,13/11/2024,70000.0,70000.0,68000.0,69500.0,-300.0,-0.0042979942693409,827600
GAS,12/11/2024,70100.0,70500.0,69800.0,69800.0,-300.0,-0.0042796005706133,425500
GAS,11/11/2024,70100.0,70500.0,70000.0,70100.0,100.0,0.0014285714285713,544200
