Ticker,Period,Net Revenue,Revenue Growth,Gross Profit,Gross Profit Growth,Operating Profit,Operating Profit Growth,Profit Before Tax,Profit Before Tax Growth,Net Profit After Tax,Net Profit After Tax Growth,Total Assets,Total Assets Growth,Current Assets,Current Assets Growth,Non-Current Assets,Non-Current Assets Growth,Current Liabilities,Current Liabilities Growth,Short-term Debt,Short-term Debt Growth,Long-term Liabilities,Long-term Liabilities Growth,Equity,Equity Growth,Charter Capital,Charter Capital Growth,P/E,P/B,EV/EBITDA,EPS (VND/Share),EPS Growth,Book Value (VND/Share),Gross Margin,EBIT Margin,EBITDA Margin,Net Profit Margin,ROE LTM,ROA LTM,Asset Turnover (turns),Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Conversion Cycle,Debt to Equity,"Vay và nợ thuê tài chính ngắn hạn, dài hạn / Vốn chủ sở hữu",Nợ vay ròng / Vốn chủ sở hữu,Tổng tài sản / Vốn chủ sở hữu,Khả năng thanh toán tổng quát,Khả năng thanh toán nhanh,Khả năng thanh toán tức thời,Khả năng thanh toán lãi vay,Vốn hóa (Tỷ đồng),Số lượng cổ phiếu lưu hành (Triệu CP)
FPT,Q2/2022,10096060090959,0.1682999999999999,3842688349310,0.1169999999999999,1836170115757,0.2051,1857844626387,0.2067999999999999,1250820478762,0.2507999999999999,56295551150306,0.1982999999999999,37159706261301,0.2539,19135844889005,0.1032,30416062290247,0.2171,19720103859650,0.2837,2467815712684.0,0.2764999999999999,23411673147375,0.1672,10970265720000,0.2087999999999999,21.10688675238801,5.132948769313776,10.605119115881145,1140.1915967100203,0.0347,17829.492270552768,0.3806,0.2014999999999999,0.2459,0.1547,0.2776,0.1168999999999999,0.1804529804992996,0.5288749021925044,247.69811337776736,118.1774121487999,186.1868494351961,179.68867609137118,1.4046,0.9338,-0.2084,2.375844253322178,1.7119498845388088,1.1491377692980838,0.879154681250781,14.043322567402504,80082939756000,1097026572
FPT,Q1/2022,9730253844391,0.2826,3953321292553,0.3657999999999999,1772700579087,0.2845,1779047846680,0.2737,1238879424986,0.3671999999999999,55601299353620,0.2502,36617350544580,0.3122,18983948809040,0.1458,30137625429078,0.3122,20476429866972,0.3831,2504272082956.0,0.4100999999999999,22959401841586,0.1637,9075516490000,0.1576,19.31346654301958,4.66351106274259,9.173561385785865,1129.3066700539318,0.131,17487.06851392019,0.4063,0.1978,0.242,0.1581,0.2686,0.1146,0.1780500818626286,0.5233163215758103,253.9108723728283,105.8063013063863,213.9727360070416,145.744437672173,1.4217,0.9889,-0.1623,2.344255697354757,1.7033721563864852,1.1538883813187628,0.8770422192708774,16.149409997859248,93356961277200,1097026572
FPT,Q4/2021,10704055633280,0.2351,4094368175339,0.1796,1739745644406,0.2224,1760402225467,0.2163,1301522104628,0.3242,53696643591424,0.2862,35116784160545,0.3713,18579859430879,0.1510999999999999,29811587201351,0.3319,17799441187777,0.4756,2464879747669.0,2.2239,21420176642404,0.1515,9075516490000,0.1576,21.794512268524432,5.150874039569652,10.416427511313652,1434.1025175394727,0.1514,19770.51169377469,0.3825,0.1773999999999999,0.2202,0.1457,0.2671,0.1119999999999999,0.2100038427172209,0.6211198226140514,217.8693127628391,95.60069733114231,178.89430972912234,134.57570036485907,1.5068,0.9382,-0.2826,2.384787316293137,1.663646881681217,1.127395231656867,0.8771276025289254,17.07055057774124,100828988203900,907551649
FPT,Q3/2021,8725171956972,0.1552,3250928734025,0.0841,1583035594235,0.156,1638572771884,0.1823,1124838737907,0.211,48244877999621,0.2778,30655506375345,0.3641,17589371624276,0.1508,25891181819535,0.3956,15943319237854,0.5545,2029562969654.0,0.9815,20324133210432,0.1178999999999999,9075516490000,0.1576,22.057422335122343,5.016606068199388,10.485809139053304,1239.421182415812,0.046,18713.571578949333,0.3726,0.2016,0.2489,0.1575,0.2617,0.1171,0.183253079042523,0.5494727770937464,256.80307935599325,126.84016376372423,223.9848738750877,159.65836924462977,1.3738,0.8739,-0.184,2.2335058173226776,1.727922315965639,1.1085022892136738,0.8304791194402177,18.07256264936035,78503217638500,907551649
FPT,Q2/2021,8641707284821,0.2380999999999999,3440181142905,0.264,1523659692592,0.2016,1539464518474,0.1976,1000031075983,0.1381,46980501050598,0.3082,29634333850918,0.4129,17346167199680,0.1612,24989658347910,0.4707,15361627338629,0.6049,1933314509743.0,0.9005,20057528192945,0.1202999999999999,9075516490000,0.1576,18.294493617274718,4.064647791949586,8.748568618545097,1101.9999307271312,-0.0169,18498.5623224964,0.3981,0.1926,0.2373,0.1458,0.2535,0.1161,0.1889831747625908,0.5576687263459018,250.3947949586953,122.38231687819038,241.91055240935344,130.8665594275322,1.3422999999999998,0.8556,-0.1669999999999999,2.1836293739997794,1.7449967839358995,1.1118490129086045,0.8207950037417563,16.46765747728671,87298544062600,907469273
FPT,Q1/2021,7586327669954,0.1441,2894526954668,0.1028999999999999,1380037491735,0.2239,1396751211337,0.2228,906142681183,0.2128999999999999,44474278409818,0.2922,27905525240833,0.4254,16568753168985,0.1166,22968032691682,0.4502,14804786460957,0.625,1775945290314.0,0.8737,19730300427822,0.1191,7839874860000,0.15,16.531036545024715,3.714491421005276,7.57950513383306,998.5381413382578,0.0476999999999999,18334.379040901145,0.3815,0.1973,0.2482,0.1517,0.2482,0.1175,0.1759684703799002,0.4998947096296524,283.67659147694303,113.9143156052309,248.9726396836388,148.61826739853512,1.2541,0.8351999999999999,-0.1389,2.1115861062227204,1.7973778687557025,1.143635211113347,0.8368312663146705,18.863601233710916,84576136243600,907469273
FPT,Q4/2020,8666704612977,0.0673,3470920950243,0.1301999999999999,1423198361419,0.2532999999999999,1447320040402,0.2509,982843692181,0.2979,41749437163498,0.2404,25608346381474,0.3450999999999999,16141090782024,0.104,22382164623421,0.3739,12062410192740,0.6049,764559047657.0,0.552,18602713492420,0.1024,7839874860000,0.1557,12.769469141826992,2.8076901867239363,5.712921231739088,1245.5014087074403,0.1211999999999999,19950.91101729297,0.4004999999999999,0.1784,0.2232,0.1445,0.2493,0.1173,0.2180113998919499,0.6024565672965752,245.47351847540213,90.81964842295449,204.01500731732983,132.27815958102673,1.2443,0.6849,-0.2355,2.1255197202030574,1.8036866796688045,1.086501474110107,0.7649298573523393,19.625572555386075,65496534874000,789114878
FPT,Q3/2020,7553128504072,0.0632,2998778191778,0.0776,1369402467106,0.0163,1385878971886,0.0127,928887800638,-0.0325,37757456671158,0.1698,22473334313473,0.2193,15284122357685,0.104,18551811881772,0.2043,10256051493688,0.2481,1024243783717.0,0.6487,18181401005669,0.1188,7839874860000,0.1557,11.26092420268219,2.516635735832443,5.150675675725292,1184.9492863211467,-0.1629,19215.083008481728,0.397,0.1948,0.2441,0.1521,0.2405999999999999,0.1183,0.2050522953795417,0.5514521823740561,266.93778617288507,104.01582805390473,196.54258536665,174.41102886013982,1.0767,0.6054999999999999,-0.1809,2.0339567934469485,1.9287571161600925,1.141548128627379,0.7706851371791371,21.492613499257068,52521642370000,783905110
FPT,Q2/2020,6980002498337,0.0226,2721754673951,0.0557,1268042508885,0.0889,1285493108003,0.0907,878710517511,0.1099,35912808663756,0.1823,20974738294596,0.1751,14938070369160,0.1926,16991794634833,0.2037,9571890414760,0.316,1017288035899.0,1.2396,17903725993024,0.1328,7839874860000,0.1557,11.24197691909328,2.4833765603305533,5.381027626720535,1120.939902421353,-0.0397,19083.015994809622,0.3899,0.1987,0.2515,0.1553,0.2464,0.1253,0.1984943654112368,0.5193230757218041,295.11408038529135,107.5754090855307,206.6728212329838,196.01666823783825,1.0059,0.5795,-0.1467999999999999,1.9664851360155104,1.9941498032057332,1.1578845028244638,0.7652914317234981,17.321028703046398,41390189808000,783905110
FPT,Q1/2020,6630564911438,0.1701,2624378378526,0.1514,1127536485672,0.203,1142289868827,0.1894,747105139041,0.1929,34416668788926,0.1972,19577485114151,0.1572,14839183674775,0.2544,15838154515551,0.2462,9110750395492,0.3835,947824795904.0,0.8718,17630689477471,0.1351,6817504780000,0.111,11.790088686740075,2.632961640649728,5.426974583512536,953.0555797002012,0.0321,18803.60781854962,0.3958,0.1873,0.2419,0.1413,0.2445,0.1284,0.1948005817552655,0.500300543168167,326.56276185006124,113.61488169793694,248.99581039770987,191.1818331502883,0.9521,0.5609000000000001,-0.0536,1.904656626284096,2.0503223642983737,1.159708678988917,0.6841017010021928,16.09692414819961,34922972650500,783905110
FPT,Q4/2019,8120187874196,0.168,3071028277517,0.1944,1135574754296,0.0452,1157064011888,0.0382,757233806198,-0.0372,33658743016242,0.1323,19038081282518,0.0362,14620661733724,0.2879,16291312998786,0.1288,7515958654008,0.1382,492617960249.0,-0.0722,16874812057207,0.1431,6783586880000,0.1055,12.23846892555938,2.849496455159887,6.065295020822574,1110.8541003698017,-0.129,20596.131136690623,0.3782,0.1574,0.2,0.1197,0.2473,0.1234,0.2463067562597582,0.6246198725375979,269.72247660680506,97.92928140878,197.78470633080613,169.86705168477894,0.9946,0.4661,-0.1404,2.003458872162139,2.005414768351575,1.0897759161522456,0.628282954319565,13.44844167307301,34560572771400,681668102
FPT,Q3/2019,7104374137543,0.177,2782725269232,0.2122,1347402673251,0.2744,1368471027871,0.3025,960108010842,0.3243999999999999,32276824464760,0.1494,18431909603327,0.0556,13844914861433,0.3038,15404437564853,0.153,8217017165227,0.2232999999999999,621256515747.0,0.1174,16251130384160,0.1473,6783586880000,0.1055,12.086496045868689,2.6594959767319377,5.817147695546622,1415.5116342055005,0.1981,20021.081232332643,0.3917,0.2067999999999999,0.2556,0.1632,0.2542,0.1281,0.2267863179194094,0.5692991575833856,302.0258852855035,123.88893311740836,212.1078565290481,213.80696187386377,0.9861,0.5324,-0.0542999999999999,1.9844099882402824,2.014067178770928,1.1040154678660148,0.6190223777883835,18.06387701387112,38322611628000,678276312
FPT,Q2/2019,6825918524598,0.2469,2578129542120,0.2885999999999999,1164535589481,0.324,1178628750300,0.3005,791704283229,0.3322,30375757072964,0.1556,17849605068190,0.0650999999999999,12526152004774,0.3146,14116094162443,0.1861,7273258811787,0.2178999999999999,454227047873.0,-0.0896,15805435862648,0.1383,6783586880000,0.1055,11.059606671437116,2.3083947134431377,5.220289231995305,1167.2297398895453,0.2051,19627.77926971892,0.3777,0.1833,0.2321,0.1445,0.2423,0.127,0.2309014782606147,0.5707335389610331,293.7156940686343,127.7752180725855,214.062896638257,207.4280155029628,0.9219,0.4778,-0.09,1.9083861365333992,2.084769212325773,1.1576186746802586,0.6356633218074308,21.881689863616103,39204370833600,678276312
